frame,object_id,label,confidence,x1,y1,x2,y2,depth_m
0000000220,0,car,0.961,479,173,577,211,27.753
0000000220,1,car,0.259,476,171,538,188,28.669
0000000221,0,car,0.911,493,173,597,211,27.753
0000000221,1,car,0.280,357,176,403,197,54.267
0000000222,0,car,0.926,504,170,608,211,27.378
0000000222,1,car,0.296,351,173,396,199,53.786
0000000223,0,car,0.921,530,170,616,214,26.541
0000000223,1,car,0.322,348,174,394,198,53.315
0000000224,0,car,0.854,550,170,623,212,4.756
0000000224,1,car,0.622,345,174,391,200,48.237
0000000225,0,car,0.768,570,172,623,209,4.748
0000000225,1,car,0.370,340,174,385,200,47.857
0000000226,0,car,0.429,331,175,376,201,47.483
0000000227,0,car,0.761,329,176,373,204,46.753
0000000228,0,car,0.837,325,175,370,204,45.698
0000000229,0,car,0.871,320,175,367,205,43.413
0000000230,0,car,0.727,317,175,362,206,42.207
0000000231,0,car,0.794,312,176,355,205,41.346
0000000231,1,car,0.278,440,173,476,200,47.483
0000000232,0,car,0.711,309,175,354,205,41.067
0000000233,0,car,0.662,867,172,915,209,23.835
0000000233,1,car,0.488,301,174,351,210,39.986
0000000234,0,car,0.583,864,167,948,209,24.215
0000000234,1,car,0.342,298,176,348,210,37.987
0000000235,0,car,0.926,864,164,966,208,24.119
0000000235,1,car,0.388,297,177,341,213,37.060
0000000236,0,car,0.923,865,163,983,211,24.119
0000000236,1,car,0.291,429,173,470,201,43.726
0000000237,0,car,0.854,876,163,992,209,24.409
0000000237,1,car,0.256,426,174,467,201,42.802
0000000238,0,car,0.731,900,162,1011,209,24.119
0000000238,1,car,0.663,429,175,471,201,41.916
0000000239,0,car,0.707,947,159,1082,214,23.467
0000000239,1,car,0.466,431,174,472,202,40.791
0000000240,0,car,0.380,230,187,299,222,29.504
0000000240,1,car,0.360,964,161,998,200,24.909
0000000240,2,car,0.290,439,174,476,203,38.961
0000000241,0,car,0.578,209,182,302,225,29.220
0000000241,1,car,0.509,1025,161,1152,217,23.929
0000000241,2,car,0.432,441,173,478,203,37.987
0000000242,0,car,0.829,200,182,297,226,27.627
0000000242,1,car,0.713,1029,156,1185,211,24.909
0000000242,2,car,0.324,444,173,484,204,37.518
0000000243,0,car,0.897,190,181,291,228,27.133
0000000243,1,car,0.773,1024,160,1217,215,24.808
0000000243,2,car,0.318,446,173,486,205,35.336
0000000244,0,car,0.941,178,180,279,231,25.863
0000000244,1,car,0.751,1070,156,1223,209,25.115
0000000244,2,car,0.630,446,173,489,204,34.731
0000000245,0,car,0.917,1101,155,1224,208,25.012
0000000245,1,car,0.911,168,179,268,233,25.115
0000000245,2,car,0.895,447,172,508,205,34.533
0000000245,3,car,0.381,1094,159,1136,190,25.012
0000000246,0,car,0.918,452,170,513,205,34.338
0000000246,1,car,0.825,1126,157,1217,203,25.430
0000000246,2,car,0.813,165,180,257,233,24.023
0000000247,0,car,0.940,458,171,515,206,33.395
0000000247,1,car,0.796,1148,156,1222,204,25.115
0000000247,2,car,0.638,107,179,235,241,22.594
0000000247,3,pedestrian,0.338,316,182,348,221,29.220
0000000248,0,car,0.789,462,171,529,207,32.158
0000000248,1,car,0.624,93,179,227,242,22.764
0000000248,2,car,0.550,1177,160,1224,198,25.537
0000000249,0,car,0.926,467,172,538,208,31.821
0000000249,1,car,0.884,53,180,228,248,22.428
0000000250,0,car,0.838,475,172,544,208,31.329
0000000250,1,car,0.592,12,183,200,254,10.267
0000000251,0,car,0.799,490,173,560,208,29.940
0000000251,1,car,0.731,6,184,190,259,10.249
0000000252,0,car,0.834,493,174,580,208,29.504
0000000252,1,pedestrian,0.823,224,175,277,242,20.260
0000000253,0,car,0.832,501,172,587,208,29.793
0000000254,0,car,0.837,509,171,599,208,29.504
0000000255,0,car,0.559,528,172,613,211,29.220
0000000256,0,car,0.831,543,170,619,210,27.133
0000000257,0,car,0.561,555,171,623,210,4.752
0000000258,0,car,0.860,568,170,622,208,4.748
0000000259,0,car,0.524,582,171,621,210,4.748
0000000269,0,car,0.399,867,173,905,211,23.835
0000000270,0,car,0.457,874,172,935,207,23.835
0000000271,0,car,0.828,862,164,953,209,23.742
0000000272,0,car,0.931,863,164,973,211,23.742
0000000273,0,car,0.900,876,162,985,211,23.742
0000000274,0,car,0.894,891,161,1005,212,23.742
0000000275,0,car,0.842,921,160,1009,211,23.649
0000000276,0,car,0.852,947,158,1075,215,23.558
0000000277,0,car,0.510,968,157,1042,215,19.234
0000000277,1,car,0.290,998,161,1107,215,24.119
0000000278,0,car,0.580,999,161,1125,215,24.909
0000000279,0,car,0.417,1031,156,1144,211,25.012
0000000280,0,car,0.705,1031,157,1169,206,25.324
0000000281,0,car,0.805,1055,156,1184,203,25.430
0000000282,0,car,0.754,1073,154,1211,208,25.430
0000000283,0,car,0.872,1096,154,1223,201,26.085
0000000284,0,car,0.806,1123,153,1217,203,26.657
0000000285,0,car,0.694,1138,151,1222,197,27.013
