frame,object_id,label,confidence,x1,y1,x2,y2,depth_m
000094,1,pedestrian,0.704,605,137,645,249,11.511
000094,2,pedestrian,0.663,590,136,626,249,11.489
000094,3,pedestrian,0.640,726,148,753,243,12.254
000094,4,cyclist,0.612,258,197,469,298,8.978
000094,5,pedestrian,0.565,645,149,679,238,11.511
000094,6,cyclist,0.284,405,195,482,273,10.552
000095,0,pedestrian,0.865,729,158,759,247,12.254
000095,1,pedestrian,0.800,840,160,926,335,6.907
000095,2,pedestrian,0.703,596,137,641,255,11.255
000095,3,pedestrian,0.701,646,149,678,254,11.382
000095,4,cyclist,0.599,251,185,470,293,9.112
000095,5,cyclist,0.356,406,195,481,273,10.552
000096,0,pedestrian,0.884,647,150,679,255,11.173
000096,1,pedestrian,0.828,595,137,636,253,11.173
000096,2,pedestrian,0.737,733,156,762,248,12.059
000096,3,pedestrian,0.646,841,156,935,341,6.746
000096,4,cyclist,0.559,288,187,476,290,9.423
000096,5,cyclist,0.357,407,196,481,273,10.552
000097,0,pedestrian,0.942,596,134,639,252,10.892
000097,1,pedestrian,0.860,649,148,683,256,11.051
000097,2,pedestrian,0.671,883,152,945,345,6.535
000097,3,cyclist,0.597,251,185,468,293,9.112
000097,4,pedestrian,0.415,729,159,765,245,11.871
000097,5,cyclist,0.363,406,195,481,273,10.552
000098,0,pedestrian,0.947,901,141,956,353,6.404
000098,1,pedestrian,0.935,599,133,640,253,10.853
000098,2,pedestrian,0.897,740,156,774,249,11.848
000098,3,pedestrian,0.882,649,146,687,256,10.853
000098,4,cyclist,0.621,251,186,471,293,9.112
000098,5,cyclist,0.342,408,196,482,273,10.552
000098,6,pedestrian,0.266,377,141,408,183,25.863
000099,0,pedestrian,0.964,739,156,776,251,11.533
000099,1,pedestrian,0.901,647,148,693,259,10.776
000099,2,pedestrian,0.769,604,143,651,262,10.682
000099,3,cyclist,0.677,249,186,473,293,9.112
000099,4,pedestrian,0.579,914,153,981,369,6.227
000099,5,cyclist,0.359,406,194,481,274,10.552
000100,0,pedestrian,0.960,744,155,779,252,11.511
000100,1,pedestrian,0.946,654,147,699,266,10.552
000100,2,pedestrian,0.871,607,140,658,266,10.552
000100,3,cyclist,0.692,249,187,472,293,9.085
000100,4,pedestrian,0.686,925,146,1005,356,6.127
000100,5,cyclist,0.402,409,196,482,274,10.552
000100,6,pedestrian,0.261,370,139,401,181,25.754
000101,0,pedestrian,0.963,929,155,1028,362,5.941
000101,1,pedestrian,0.944,656,144,704,267,10.337
000101,2,pedestrian,0.927,747,155,783,251,11.446
000101,3,pedestrian,0.901,609,140,661,265,10.301
000101,4,cyclist,0.693,247,188,475,293,9.085
000101,5,cyclist,0.429,407,194,482,273,10.552
000101,6,pedestrian,0.358,369,138,397,182,27.564
000102,0,pedestrian,0.971,753,157,789,254,11.173
000102,1,pedestrian,0.879,657,147,711,265,10.267
000102,2,pedestrian,0.858,962,135,1044,365,5.745
000102,3,pedestrian,0.802,616,141,669,267,10.267
000102,4,cyclist,0.664,249,188,474,294,9.112
000102,5,cyclist,0.429,408,195,482,273,10.552
000103,0,pedestrian,0.979,758,158,794,257,11.132
000103,1,pedestrian,0.917,664,146,718,271,10.046
000103,2,pedestrian,0.819,992,134,1055,364,5.581
000103,3,pedestrian,0.783,612,137,667,271,10.013
000103,4,cyclist,0.659,249,187,475,293,9.099
000103,5,cyclist,0.468,408,195,482,273,10.552
000104,0,pedestrian,0.967,768,157,799,255,10.892
000104,1,pedestrian,0.908,604,133,669,277,9.980
000104,2,pedestrian,0.893,670,149,719,271,9.980
000104,3,pedestrian,0.715,1002,153,1088,366,5.432
000104,4,cyclist,0.617,251,188,476,294,9.085
000104,5,cyclist,0.426,407,194,483,273,10.552
000105,0,pedestrian,0.974,775,154,809,261,10.853
000105,1,pedestrian,0.932,616,131,673,283,9.740
000105,2,pedestrian,0.853,670,147,723,274,9.740
000105,3,pedestrian,0.750,998,150,1145,367,5.331
000105,4,cyclist,0.581,249,187,477,293,9.153
000105,5,cyclist,0.435,409,194,483,273,10.552
000106,0,pedestrian,0.954,1011,149,1154,368,5.138
000106,1,pedestrian,0.909,617,131,671,281,9.541
000106,2,pedestrian,0.802,680,146,722,273,9.512
000106,3,pedestrian,0.763,775,154,812,259,10.719
000106,4,cyclist,0.628,285,189,477,290,9.394
000106,5,cyclist,0.345,408,195,483,273,10.552
000107,0,pedestrian,0.932,611,133,676,280,9.467
000107,1,pedestrian,0.851,1082,125,1152,372,4.941
000107,2,pedestrian,0.757,781,155,824,263,10.552
000107,3,cyclist,0.673,250,188,476,294,9.085
000107,4,pedestrian,0.665,675,144,726,274,9.467
000107,5,cyclist,0.324,408,195,483,272,10.552
000108,0,pedestrian,0.925,617,136,676,276,9.265
000108,1,pedestrian,0.897,787,156,827,263,10.443
000108,2,pedestrian,0.838,1105,129,1180,369,4.805
000108,3,pedestrian,0.772,691,149,735,269,9.265
000108,4,cyclist,0.676,252,188,476,294,9.126
000108,5,cyclist,0.325,407,195,482,273,10.552
000109,0,pedestrian,0.922,688,154,737,280,9.085
000109,1,pedestrian,0.864,792,156,830,264,10.267
000109,2,pedestrian,0.823,630,131,677,280,9.071
000109,3,cyclist,0.613,249,186,476,294,9.099
000109,4,pedestrian,0.585,1123,128,1206,391,4.672
000109,5,cyclist,0.384,407,195,483,273,10.552
000110,0,pedestrian,0.944,693,153,745,284,8.925
000110,1,pedestrian,0.812,796,158,834,270,10.079
000110,2,pedestrian,0.764,1116,154,1222,369,4.566
000110,3,cyclist,0.644,252,185,474,292,9.112
000110,4,pedestrian,0.598,635,137,675,277,8.991
000110,5,cyclist,0.419,406,196,482,273,10.552
000111,0,pedestrian,0.929,692,150,748,286,8.783
000111,1,pedestrian,0.923,808,156,843,265,9.996
000111,2,pedestrian,0.876,639,143,687,293,8.808
000111,3,cyclist,0.593,249,185,479,293,9.112
000111,4,pedestrian,0.423,1167,170,1221,325,4.414
000111,5,cyclist,0.376,407,195,484,273,10.552
000112,0,pedestrian,0.961,697,147,752,293,8.633
000112,1,pedestrian,0.909,814,156,852,274,9.835
000112,2,pedestrian,0.894,642,142,689,292,8.621
000112,3,cyclist,0.671,247,186,478,293,9.085
000112,4,cyclist,0.361,406,195,483,273,10.552
000113,0,pedestrian,0.966,700,148,767,295,8.441
000113,1,pedestrian,0.918,643,138,694,300,8.441
000113,2,pedestrian,0.849,818,154,858,276,9.740
000113,3,cyclist,0.614,245,184,480,292,9.112
000113,4,cyclist,0.339,407,194,483,273,10.552
000114,0,pedestrian,0.888,642,142,695,296,8.269
000114,1,pedestrian,0.871,714,152,769,293,8.280
000114,2,pedestrian,0.871,820,151,866,285,9.512
000114,3,cyclist,0.625,247,185,476,293,9.099
000114,4,cyclist,0.391,410,195,484,273,10.552
000115,0,pedestrian,0.960,833,157,873,277,9.467
000115,1,pedestrian,0.793,645,146,701,292,8.125
000115,2,pedestrian,0.772,721,153,771,295,8.104
000115,3,cyclist,0.662,250,186,476,294,9.071
000115,4,cyclist,0.384,408,194,484,273,10.552
000116,0,pedestrian,0.925,837,154,880,281,9.265
000116,1,pedestrian,0.847,648,140,709,299,7.955
000116,2,cyclist,0.667,252,186,475,293,9.099
000116,3,pedestrian,0.572,724,145,774,301,7.955
000116,4,cyclist,0.371,409,195,483,273,10.552
000117,0,pedestrian,0.982,842,153,894,285,9.167
000117,1,pedestrian,0.735,726,159,786,300,7.822
000117,2,pedestrian,0.688,653,146,713,297,7.767
000117,3,cyclist,0.620,253,187,473,294,9.085
000117,4,cyclist,0.437,408,195,484,273,10.552
000118,0,pedestrian,0.986,854,156,904,289,9.018
000118,1,pedestrian,0.837,655,137,721,304,7.607
000118,2,pedestrian,0.785,727,159,787,301,7.693
000118,3,cyclist,0.604,253,187,476,294,9.099
000118,4,cyclist,0.407,408,195,484,272,10.552
000119,0,pedestrian,0.944,730,161,795,305,7.494
000119,1,pedestrian,0.925,865,153,908,288,8.834
000119,2,pedestrian,0.696,668,135,726,307,7.485
000119,3,cyclist,0.621,255,187,473,293,9.099
000119,4,cyclist,0.456,408,194,483,272,10.552
000120,0,pedestrian,0.927,735,164,796,309,7.305
000120,1,pedestrian,0.766,672,134,729,328,7.323
000120,2,pedestrian,0.602,875,152,917,288,8.683
000120,3,cyclist,0.583,251,186,474,293,9.085
000120,4,cyclist,0.397,408,195,484,273,10.552
000120,5,cyclist,0.252,344,174,450,239,10.873
000121,0,pedestrian,0.948,882,155,931,291,8.597
000121,1,pedestrian,0.914,678,139,744,328,7.167
000121,2,pedestrian,0.905,737,169,801,326,7.159
000121,3,cyclist,0.589,251,185,473,294,9.071
000121,4,cyclist,0.468,408,194,485,274,10.552
000122,0,pedestrian,0.931,746,161,810,332,6.994
000122,1,pedestrian,0.908,890,154,943,293,8.441
000122,2,pedestrian,0.906,685,134,745,334,7.002
000122,3,cyclist,0.637,250,185,474,294,9.085
000122,4,cyclist,0.474,408,195,485,273,10.552
000123,0,pedestrian,0.911,901,156,954,291,8.258
000123,1,pedestrian,0.869,759,165,818,333,6.799
000123,2,pedestrian,0.842,693,137,752,330,6.821
000123,3,cyclist,0.620,251,188,473,293,9.099
000123,4,cyclist,0.483,409,195,485,274,10.552
000124,0,pedestrian,0.891,697,134,758,333,6.672
000124,1,pedestrian,0.793,760,165,824,336,6.650
000124,2,pedestrian,0.722,912,158,962,307,8.093
000124,3,cyclist,0.672,251,185,474,293,9.112
000124,4,cyclist,0.472,409,195,485,274,10.552
000125,0,pedestrian,0.806,690,139,763,324,6.542
000125,1,pedestrian,0.792,769,166,837,334,6.459
000125,2,pedestrian,0.746,925,152,979,287,7.945
000125,3,cyclist,0.688,250,187,475,293,9.099
000125,4,cyclist,0.482,407,194,485,274,10.552
000126,0,pedestrian,0.937,937,156,1001,312,7.822
000126,1,pedestrian,0.900,772,168,848,338,6.325
000126,2,pedestrian,0.706,700,146,772,348,6.344
000126,3,cyclist,0.685,249,187,475,294,9.085
000126,4,cyclist,0.502,407,193,485,273,10.552
000127,0,pedestrian,0.956,950,149,1015,322,7.655
000127,1,pedestrian,0.828,780,168,853,353,6.170
000127,2,pedestrian,0.688,698,157,778,336,6.189
000127,3,cyclist,0.630,252,186,472,294,9.126
000127,4,cyclist,0.485,407,194,485,273,10.552
000128,0,pedestrian,0.905,792,155,867,369,6.030
000128,1,pedestrian,0.765,966,157,1023,313,7.513
000128,2,cyclist,0.619,249,186,474,293,9.140
000128,3,cyclist,0.400,408,194,484,273,10.552
000128,4,pedestrian,0.387,695,165,786,333,6.030
000128,5,cyclist,0.250,341,172,449,242,10.912
000129,0,pedestrian,0.827,803,162,875,360,5.844
000129,1,pedestrian,0.825,730,147,798,349,5.844
000129,2,pedestrian,0.601,977,153,1029,310,7.412
000129,3,cyclist,0.587,248,187,473,294,9.085
000129,4,cyclist,0.418,408,194,485,273,10.552
000130,0,pedestrian,0.966,981,148,1049,319,7.296
000130,1,pedestrian,0.781,740,136,804,360,5.680
000130,2,pedestrian,0.692,813,172,885,351,5.675
000130,3,cyclist,0.586,248,186,473,293,9.099
000130,4,cyclist,0.393,407,195,485,273,10.552
000131,0,pedestrian,0.978,819,162,900,364,5.515
000131,1,pedestrian,0.936,990,163,1062,330,7.150
000131,2,pedestrian,0.899,744,141,823,380,5.520
000131,3,cyclist,0.569,249,185,473,293,9.126
000131,4,cyclist,0.397,407,195,485,273,10.552
000132,0,pedestrian,0.939,1009,162,1079,333,7.002
000132,1,pedestrian,0.899,747,151,835,374,5.360
000132,2,pedestrian,0.879,833,164,921,362,5.350
000132,3,cyclist,0.542,250,186,473,294,9.140
000132,4,cyclist,0.410,408,195,485,273,10.552
000133,0,pedestrian,0.969,1027,159,1090,335,6.829
000133,1,pedestrian,0.769,819,171,943,365,5.199
000133,2,pedestrian,0.726,765,154,840,371,5.199
000133,3,cyclist,0.527,249,183,472,293,9.209
000133,4,cyclist,0.403,408,194,485,273,10.552
000134,0,pedestrian,0.936,1030,164,1109,331,6.738
000134,1,pedestrian,0.835,774,146,845,379,5.044
000134,2,pedestrian,0.683,827,159,950,370,5.040
000134,3,cyclist,0.655,248,185,474,294,9.126
000134,4,cyclist,0.394,407,194,485,273,10.552
000134,5,cyclist,0.253,345,172,444,240,10.931
000135,0,pedestrian,0.918,1052,161,1136,338,6.614
000135,1,pedestrian,0.864,879,151,972,371,4.862
000135,2,pedestrian,0.811,781,136,858,364,4.882
000135,3,cyclist,0.601,249,184,474,294,9.099
000135,4,cyclist,0.362,407,194,485,273,10.552
000136,0,pedestrian,0.948,1073,157,1152,338,6.438
000136,1,pedestrian,0.912,785,127,873,367,4.748
000136,2,pedestrian,0.670,895,158,980,365,4.726
000136,3,cyclist,0.575,251,186,472,294,9.085
000136,4,cyclist,0.389,406,194,484,273,10.552
000137,0,pedestrian,0.975,782,120,887,370,4.611
000137,1,pedestrian,0.767,902,156,1004,366,4.618
000137,2,pedestrian,0.617,1079,176,1166,345,6.311
000137,3,cyclist,0.585,251,185,472,294,9.140
000137,4,cyclist,0.395,406,194,485,273,10.552
000138,0,pedestrian,0.906,914,167,1034,366,4.430
000138,1,pedestrian,0.783,781,117,903,372,4.436
000138,2,pedestrian,0.756,1115,165,1188,330,6.189
000138,3,cyclist,0.594,248,186,475,294,9.085
000138,4,cyclist,0.415,407,194,485,273,10.552
000138,5,cyclist,0.260,341,174,448,240,10.892
000139,0,pedestrian,0.950,792,125,917,361,4.262
000139,1,pedestrian,0.931,918,159,1052,368,4.295
000139,2,pedestrian,0.848,1124,163,1214,354,6.042
000139,3,cyclist,0.539,248,186,472,294,9.071
000139,4,cyclist,0.393,407,194,485,273,10.552
000139,5,cyclist,0.268,341,174,447,241,10.892
000140,0,pedestrian,0.726,970,154,1071,371,4.087
000140,1,pedestrian,0.647,824,115,916,366,4.090
000140,2,cyclist,0.607,249,187,474,294,9.085
000140,3,pedestrian,0.597,1145,157,1220,339,5.918
000140,4,cyclist,0.402,406,194,484,273,10.552
000140,5,cyclist,0.299,342,174,447,241,10.912
000141,0,pedestrian,0.921,850,121,949,370,3.929
000141,1,pedestrian,0.873,984,155,1109,368,3.944
000141,2,pedestrian,0.733,1161,162,1223,355,5.805
000141,3,cyclist,0.656,250,187,475,294,9.099
000141,4,cyclist,0.370,407,193,485,273,10.552
000141,5,cyclist,0.288,342,173,445,242,10.912
000142,0,pedestrian,0.977,870,115,972,370,3.796
000142,1,pedestrian,0.884,996,159,1128,365,3.806
000142,2,cyclist,0.693,250,186,472,294,9.099
000142,3,pedestrian,0.422,1182,185,1222,339,5.702
000142,4,cyclist,0.387,406,193,484,273,10.552
000142,5,cyclist,0.330,345,173,448,241,10.892
000143,0,pedestrian,0.954,1015,166,1164,361,3.635
000143,1,pedestrian,0.855,879,114,997,373,3.622
000143,2,cyclist,0.646,250,187,474,294,9.099
000143,3,cyclist,0.358,407,194,485,273,10.552
000143,4,cyclist,0.319,342,173,447,241,10.892
000144,0,pedestrian,0.919,900,107,1012,368,3.449
000144,1,pedestrian,0.855,1074,164,1214,363,3.475
000144,2,cyclist,0.621,250,187,473,293,9.126
000144,3,cyclist,0.360,407,194,485,273,10.552
000144,4,cyclist,0.327,345,173,447,242,10.892
000144,5,pedestrian,0.280,369,146,397,188,22.511
