frame,object_id,label,score,x1,y1,x2,y2,X,Y,Z
59,2,pedestrian,0.530,570,217,614,306,-0.143,0.961,8.387
59,3,pedestrian,0.505,370,214,416,327,-4.034,1.720,13.512
59,4,car,0.470,1265,258,1350,298,6.418,0.890,6.452
59,5,pedestrian,0.430,424,209,460,330,-2.665,1.463,11.626
59,6,car,0.288,1234,252,1305,301,6.173,0.891,6.559
60,0,pedestrian,0.817,1150,217,1231,427,4.887,1.179,5.892
60,1,pedestrian,0.621,392,212,432,328,-3.214,1.497,11.830
60,2,pedestrian,0.583,514,216,565,342,-0.789,1.203,8.637
60,3,pedestrian,0.492,571,206,619,330,-0.108,1.039,8.399
60,4,car,0.441,1253,258,1345,300,6.365,0.902,6.476
60,5,pedestrian,0.388,333,217,383,318,-4.777,1.689,13.726
61,0,pedestrian,0.903,519,215,567,344,-0.733,1.187,8.481
61,1,pedestrian,0.763,580,220,623,340,-0.030,1.147,8.151
61,2,pedestrian,0.639,383,216,421,324,-3.469,1.536,12.137
61,3,pedestrian,0.560,337,220,384,319,-4.554,1.664,13.219
61,4,pedestrian,0.467,443,227,481,329,-2.218,1.522,11.036
61,5,car,0.418,1233,255,1387,306,6.563,0.930,6.574
61,6,car,0.290,1242,253,1302,301,6.015,0.869,6.367
61,7,pedestrian,0.271,1164,231,1249,422,3.445,0.835,4.043
62,0,pedestrian,0.938,524,218,568,342,-0.681,1.166,8.284
62,1,pedestrian,0.849,587,218,624,341,0.016,1.128,8.054
62,2,pedestrian,0.824,443,222,486,333,-2.159,1.500,10.936
62,3,pedestrian,0.743,336,216,377,318,-5.404,1.888,15.433
62,4,pedestrian,0.693,374,213,418,325,-3.775,1.606,12.828
62,5,car,0.459,1259,259,1338,299,6.221,0.882,6.334
63,0,pedestrian,0.857,368,212,412,331,-3.788,1.610,12.512
63,1,pedestrian,0.810,535,214,575,346,-0.570,1.156,8.217
63,2,pedestrian,0.782,339,213,377,323,-5.324,1.893,15.297
63,3,pedestrian,0.779,588,219,630,341,0.055,1.111,7.897
63,4,pedestrian,0.746,443,222,488,334,-2.113,1.487,10.781
63,5,pedestrian,0.703,1197,222,1294,427,3.815,0.856,4.205
63,6,car,0.612,1269,259,1322,304,6.213,0.908,6.354
64,0,pedestrian,0.887,595,213,639,346,0.142,1.085,7.746
64,1,pedestrian,0.783,371,216,416,327,-3.551,1.534,11.923
64,2,pedestrian,0.712,542,207,594,350,-0.408,1.107,7.990
64,3,pedestrian,0.552,1213,232,1311,419,3.752,0.827,4.032
64,4,pedestrian,0.546,339,214,372,317,-5.054,1.728,14.375
64,5,pedestrian,0.506,439,214,479,328,-2.193,1.368,10.687
64,6,car,0.316,686,228,748,276,2.002,1.268,12.537
65,0,pedestrian,0.921,553,213,603,352,-0.292,1.144,7.928
65,1,pedestrian,0.831,372,215,410,324,-3.572,1.492,11.853
65,2,pedestrian,0.742,587,217,657,345,0.197,1.105,7.776
65,3,pedestrian,0.600,340,213,376,319,-5.278,1.834,15.164
65,4,pedestrian,0.505,426,216,461,328,-2.419,1.378,10.649
65,5,pedestrian,0.496,476,224,504,303,-1.643,1.196,10.185
65,6,pedestrian,0.337,1235,286,1305,441,3.768,1.035,4.000
66,0,pedestrian,0.897,555,209,604,353,-0.275,1.122,7.897
66,1,pedestrian,0.816,374,215,413,328,-3.517,1.520,11.807
66,2,pedestrian,0.775,1254,213,1345,431,4.019,0.818,4.086
66,3,pedestrian,0.655,591,213,672,351,0.296,1.095,7.629
66,4,pedestrian,0.627,343,211,377,318,-5.287,1.820,15.316
66,5,pedestrian,0.570,421,214,457,324,-2.522,1.352,10.800
66,6,pedestrian,0.489,480,220,507,306,-1.551,1.157,9.919
66,7,car,0.294,1157,253,1279,310,5.906,0.972,6.802
67,0,pedestrian,0.877,625,218,670,347,0.453,1.063,7.370
67,1,pedestrian,0.842,473,228,513,336,-1.576,1.440,10.034
67,2,pedestrian,0.800,563,208,631,351,-0.077,1.071,7.649
67,3,pedestrian,0.656,377,213,416,332,-3.407,1.510,11.604
67,4,pedestrian,0.615,1264,231,1356,418,5.127,1.046,5.136
67,5,pedestrian,0.513,346,216,380,320,-5.170,1.876,15.164
67,6,pedestrian,0.406,431,224,469,335,-2.257,1.450,10.359
67,7,car,0.353,1191,253,1304,304,6.495,0.989,7.137
68,0,pedestrian,0.957,635,219,677,350,0.535,1.071,7.282
68,1,pedestrian,0.887,479,229,521,342,-1.446,1.459,9.823
68,2,pedestrian,0.849,383,214,424,328,-3.136,1.415,11.056
68,3,pedestrian,0.848,576,207,628,351,-0.022,1.038,7.452
68,4,pedestrian,0.722,1263,230,1382,425,4.834,0.989,4.758
68,5,pedestrian,0.607,431,224,471,337,-2.334,1.525,10.781
68,6,pedestrian,0.467,350,213,381,325,-4.920,1.825,14.582
68,7,car,0.373,1188,253,1313,303,6.394,0.964,6.993
69,0,pedestrian,0.962,581,211,639,349,0.061,1.030,7.317
69,1,pedestrian,0.824,383,213,433,328,-3.033,1.392,10.936
69,2,pedestrian,0.695,482,216,525,350,-1.380,1.406,9.698
69,3,pedestrian,0.667,645,216,690,348,0.642,1.028,7.162
69,4,pedestrian,0.590,348,208,382,323,-4.966,1.766,14.687
69,5,pedestrian,0.578,429,218,481,339,-2.239,1.472,10.621
69,6,car,0.547,1185,254,1333,302,5.973,0.889,6.448
69,7,car,0.377,1265,258,1336,299,5.376,0.757,5.458
69,8,pedestrian,0.299,1314,213,1388,434,4.285,0.820,4.056
69,9,car,0.277,1181,251,1248,295,5.666,0.859,6.563
70,0,pedestrian,0.952,641,223,698,355,0.663,1.100,7.171
70,1,pedestrian,0.923,588,216,638,353,0.092,1.071,7.282
70,2,pedestrian,0.856,495,221,532,346,-1.215,1.382,9.486
70,3,pedestrian,0.703,390,219,439,340,-2.911,1.520,10.858
70,4,pedestrian,0.623,446,223,483,339,-1.968,1.417,9.968
70,5,car,0.543,1268,259,1346,297,6.245,0.866,6.282
70,6,pedestrian,0.447,350,214,384,322,-4.698,1.734,14.011
70,7,car,0.330,1187,254,1338,300,5.901,0.865,6.337
70,8,car,0.258,1179,251,1247,295,5.637,0.856,6.545
71,0,pedestrian,0.878,648,219,711,359,0.752,1.082,7.054
71,1,pedestrian,0.843,492,221,541,343,-1.143,1.324,9.227
71,2,pedestrian,0.806,590,211,645,357,0.136,1.050,7.171
71,3,pedestrian,0.800,380,215,429,328,-3.352,1.528,11.876
71,4,car,0.604,1271,260,1356,298,6.560,0.911,6.538
71,5,pedestrian,0.552,428,218,475,340,-2.278,1.471,10.557
71,6,pedestrian,0.452,352,211,386,322,-4.735,1.732,14.240
71,7,car,0.316,1189,255,1337,299,6.028,0.883,6.469
71,8,car,0.298,1181,252,1251,299,5.592,0.868,6.462
72,0,pedestrian,0.875,387,215,428,327,-3.283,1.511,11.807
72,1,pedestrian,0.776,606,213,653,357,0.250,1.028,6.957
72,2,pedestrian,0.576,480,215,542,352,-1.211,1.340,9.199
72,3,pedestrian,0.571,420,212,461,331,-2.438,1.356,10.538
72,4,pedestrian,0.517,653,218,712,359,0.763,1.051,6.879
72,5,car,0.481,1265,259,1345,298,6.372,0.891,6.428
72,6,pedestrian,0.340,355,205,386,332,-4.738,1.785,14.341
72,7,car,0.251,1181,253,1253,300,5.590,0.875,6.448
73,0,pedestrian,0.782,367,214,407,326,-4.023,1.659,13.105
73,1,pedestrian,0.758,417,210,463,348,-2.360,1.416,10.168
73,2,pedestrian,0.719,481,225,525,343,-1.303,1.334,9.116
73,3,pedestrian,0.629,678,221,718,354,0.900,1.026,6.779
73,4,pedestrian,0.610,612,215,656,356,0.289,1.013,6.824
73,5,pedestrian,0.439,521,220,561,342,-0.790,1.258,8.851
73,6,car,0.420,1264,259,1343,298,6.475,0.907,6.545
74,0,pedestrian,0.926,364,211,404,328,-4.253,1.720,13.664
74,1,pedestrian,0.922,681,211,728,357,0.948,0.977,6.675
74,2,pedestrian,0.780,529,222,568,343,-0.681,1.249,8.662
74,3,pedestrian,0.761,417,212,471,348,-2.210,1.373,9.760
74,4,pedestrian,0.698,633,209,682,358,0.511,0.985,6.764
74,5,pedestrian,0.560,483,224,523,343,-1.294,1.318,9.049
74,6,car,0.448,1265,259,1343,298,6.383,0.894,6.448
75,0,pedestrian,0.939,634,215,687,361,0.532,1.014,6.667
75,1,pedestrian,0.882,364,209,408,328,-4.016,1.620,13.021
75,2,pedestrian,0.867,681,216,738,361,0.983,1.007,6.595
75,3,pedestrian,0.846,422,216,478,346,-2.080,1.357,9.546
75,4,car,0.435,1265,259,1347,298,6.429,0.897,6.476
75,5,pedestrian,0.366,481,218,522,348,-1.294,1.292,8.916
75,6,pedestrian,0.353,545,225,574,302,-0.529,0.984,8.387
76,0,pedestrian,0.942,636,214,705,366,0.622,1.025,6.617
76,1,pedestrian,0.921,365,210,410,327,-3.889,1.580,12.694
76,2,pedestrian,0.774,424,213,485,349,-1.998,1.342,9.442
76,3,pedestrian,0.685,680,214,747,361,1.009,0.986,6.517
76,4,pedestrian,0.627,488,215,527,351,-1.207,1.281,8.838
76,5,car,0.465,1267,259,1347,297,6.281,0.871,6.318
76,6,pedestrian,0.371,545,224,589,343,-0.439,1.220,8.376
76,7,car,0.283,1181,253,1252,300,5.521,0.865,6.374
76,8,car,0.260,1238,253,1309,293,6.210,0.858,6.559
77,0,pedestrian,0.933,373,209,419,330,-3.645,1.559,12.384
77,1,pedestrian,0.905,648,215,709,368,0.678,1.011,6.441
77,2,pedestrian,0.835,428,211,481,351,-1.994,1.340,9.427
77,3,pedestrian,0.713,504,223,545,345,-0.955,1.241,8.481
77,4,pedestrian,0.709,682,217,753,364,1.018,0.987,6.347
77,5,pedestrian,0.636,552,228,601,346,-0.323,1.246,8.273
77,6,car,0.408,1265,259,1344,298,6.301,0.882,6.360
77,7,car,0.259,1184,253,1253,300,5.597,0.875,6.441
78,0,pedestrian,0.788,663,210,711,365,0.741,0.956,6.321
78,1,pedestrian,0.631,502,215,540,354,-0.992,1.242,8.445
78,2,pedestrian,0.543,555,227,598,349,-0.317,1.234,8.118
78,3,pedestrian,0.521,380,228,423,332,-3.534,1.736,12.334
78,4,pedestrian,0.490,436,216,477,327,-1.974,1.217,9.457
78,5,car,0.443,1266,259,1345,297,6.383,0.887,6.435
78,6,pedestrian,0.327,695,247,752,359,1.055,1.083,6.249
79,0,pedestrian,0.880,676,206,733,365,0.878,0.918,6.179
79,1,pedestrian,0.696,477,210,527,350,-1.243,1.212,8.613
79,2,pedestrian,0.624,540,223,580,346,-0.504,1.189,8.086
79,3,pedestrian,0.576,383,209,427,328,-3.331,1.472,11.830
79,4,pedestrian,0.513,428,213,466,321,-2.633,1.450,11.853
79,5,car,0.468,1267,259,1344,297,6.350,0.883,6.401
79,6,pedestrian,0.303,292,203,322,262,-33.617,5.883,80.008
79,7,car,0.251,1182,252,1252,299,5.650,0.876,6.517
79,8,pedestrian,0.251,589,218,613,312,-0.034,0.933,7.806
80,0,pedestrian,0.941,682,207,736,368,0.910,0.928,6.136
80,1,pedestrian,0.924,462,210,522,357,-1.361,1.251,8.588
80,2,pedestrian,0.766,419,213,461,324,-2.756,1.478,11.876
80,3,pedestrian,0.751,526,225,570,347,-0.640,1.203,8.064
80,4,pedestrian,0.670,575,215,614,357,-0.105,1.160,7.776
80,5,pedestrian,0.583,387,207,431,327,-3.190,1.414,11.560
80,6,car,0.418,1264,259,1344,298,6.343,0.888,6.407
80,7,pedestrian,0.343,286,201,319,261,-32.830,5.497,76.970
81,0,pedestrian,0.911,466,211,524,358,-1.310,1.249,8.492
81,1,pedestrian,0.884,682,212,747,367,0.952,0.939,6.093
81,2,pedestrian,0.785,585,219,621,355,-0.012,1.155,7.668
81,3,pedestrian,0.735,533,218,574,354,-0.565,1.178,7.897
81,4,pedestrian,0.691,388,208,431,329,-3.231,1.461,11.739
81,5,pedestrian,0.474,426,217,465,327,-2.598,1.499,11.582
81,6,car,0.431,1262,259,1343,298,6.289,0.882,6.367
82,0,pedestrian,0.954,469,211,525,362,-1.250,1.237,8.251
82,1,pedestrian,0.718,699,211,756,367,1.037,0.911,5.938
82,2,pedestrian,0.673,392,210,436,328,-3.005,1.399,11.178
82,3,car,0.490,1266,259,1344,297,6.352,0.884,6.407
82,4,pedestrian,0.452,589,215,631,357,0.064,1.134,7.601
82,5,pedestrian,0.435,542,215,594,354,-0.394,1.136,7.726
82,6,pedestrian,0.332,424,220,462,324,-2.542,1.444,11.157
82,7,car,0.266,1183,253,1252,300,5.715,0.894,6.588
83,0,pedestrian,0.928,473,207,537,358,-1.118,1.151,7.980
83,1,pedestrian,0.816,710,207,767,369,1.101,0.880,5.791
83,2,pedestrian,0.521,434,217,472,327,-2.411,1.460,11.281
83,3,pedestrian,0.478,397,209,435,331,-2.909,1.384,10.936
83,4,pedestrian,0.475,588,210,638,355,0.094,1.074,7.443
83,5,car,0.467,1264,258,1345,297,6.301,0.873,6.360
83,6,pedestrian,0.390,545,216,583,317,-0.427,0.916,7.535
84,0,pedestrian,0.934,484,209,536,357,-1.044,1.137,7.846
84,1,pedestrian,0.911,608,215,652,358,0.267,1.093,7.291
84,2,pedestrian,0.723,548,213,594,361,-0.354,1.139,7.563
84,3,pedestrian,0.709,433,215,474,329,-2.329,1.415,10.936
84,4,pedestrian,0.450,399,198,438,338,-2.950,1.391,11.240
84,5,car,0.446,1264,259,1345,298,6.288,0.880,6.347
84,6,pedestrian,0.358,734,212,776,399,1.213,1.005,5.683
84,7,pedestrian,0.326,284,202,317,263,-21.939,3.758,51.098
84,8,car,0.263,1148,253,1257,301,5.552,0.895,6.559
85,0,pedestrian,0.895,428,213,481,327,-2.314,1.384,10.936
85,1,pedestrian,0.891,501,211,553,356,-0.830,1.109,7.610
85,2,pedestrian,0.755,552,215,601,361,-0.291,1.133,7.452
85,3,car,0.589,687,228,745,274,2.158,1.359,13.634
85,4,pedestrian,0.560,609,216,655,359,0.282,1.083,7.154
85,5,car,0.438,1264,258,1345,298,6.347,0.884,6.407
85,6,pedestrian,0.318,641,218,667,309,0.501,0.833,7.095
85,7,pedestrian,0.271,276,202,310,263,-21.575,3.606,49.037
85,8,car,0.253,1180,252,1247,296,5.642,0.865,6.545
86,0,pedestrian,0.916,500,211,559,365,-0.791,1.140,7.498
86,1,pedestrian,0.723,420,216,473,326,-2.345,1.346,10.520
86,2,pedestrian,0.680,584,216,639,365,0.075,1.108,7.120
86,3,pedestrian,0.449,626,216,667,360,0.421,1.067,7.022
86,4,car,0.427,1265,259,1344,298,6.275,0.878,6.334
86,5,pedestrian,0.380,526,215,584,364,-0.510,1.133,7.353
86,6,car,0.301,690,229,748,272,2.042,1.244,12.563
87,0,pedestrian,0.824,574,217,623,360,-0.056,1.075,7.038
87,1,pedestrian,0.787,418,212,475,332,-2.329,1.352,10.448
87,2,pedestrian,0.652,509,215,576,366,-0.634,1.133,7.282
87,3,pedestrian,0.618,631,216,675,358,0.478,1.041,6.910
87,4,car,0.402,1264,259,1343,298,6.292,0.882,6.360
87,5,car,0.271,690,228,749,272,1.993,1.200,12.210
87,6,pedestrian,0.264,643,227,678,304,0.542,0.816,6.786
88,0,pedestrian,0.857,593,213,636,364,0.101,1.051,6.879
88,1,pedestrian,0.754,436,220,483,342,-2.090,1.453,10.220
88,2,pedestrian,0.630,518,212,577,369,-0.573,1.114,7.162
88,3,pedestrian,0.601,646,212,685,365,0.589,1.035,6.779
88,4,car,0.424,1264,259,1344,297,6.336,0.883,6.401
88,5,pedestrian,0.387,484,215,523,326,-1.384,1.238,9.729
88,6,car,0.269,1237,253,1310,293,6.210,0.858,6.559
89,0,pedestrian,0.741,526,209,576,365,-0.528,1.060,7.038
89,1,pedestrian,0.741,656,214,695,363,0.673,1.017,6.660
89,2,pedestrian,0.686,432,217,483,344,-2.080,1.419,10.034
89,3,pedestrian,0.674,479,217,519,326,-1.558,1.349,10.484
89,4,pedestrian,0.611,598,212,647,368,0.177,1.051,6.786
89,5,car,0.408,1264,259,1344,297,6.244,0.870,6.308
90,0,pedestrian,0.779,534,221,580,345,-0.458,0.996,6.871
90,1,pedestrian,0.635,653,228,706,374,0.698,1.115,6.545
90,2,pedestrian,0.488,607,217,656,363,0.260,1.038,6.704
90,3,pedestrian,0.438,480,215,519,325,-1.514,1.296,10.237
90,4,car,0.421,1265,258,1344,297,6.281,0.870,6.341
90,5,pedestrian,0.375,435,210,483,329,-2.016,1.236,9.823
90,6,car,0.298,1182,252,1253,299,5.600,0.867,6.455
91,0,pedestrian,0.699,539,229,583,347,-0.414,1.032,6.786
91,1,pedestrian,0.660,481,220,521,341,-1.434,1.391,9.839
91,2,pedestrian,0.529,651,211,701,371,0.664,1.021,6.531
91,3,pedestrian,0.528,450,219,494,345,-1.775,1.364,9.501
91,4,car,0.451,1265,258,1345,297,6.292,0.871,6.347
91,5,pedestrian,0.418,593,225,673,380,0.269,1.137,6.588
91,6,pedestrian,0.351,681,226,722,354,0.891,1.002,6.469
91,7,car,0.257,1183,252,1253,299,5.683,0.879,6.545
92,0,pedestrian,0.765,630,223,693,377,0.518,1.078,6.381
92,1,pedestrian,0.731,542,211,597,368,-0.333,1.051,6.817
92,2,pedestrian,0.688,483,221,530,338,-1.326,1.345,9.606
92,3,pedestrian,0.575,446,217,493,341,-1.811,1.326,9.516
92,4,pedestrian,0.419,683,213,724,367,0.892,0.983,6.347
92,5,car,0.411,1262,258,1342,297,6.372,0.886,6.455
93,0,pedestrian,0.867,645,208,698,374,0.597,0.979,6.262
93,1,pedestrian,0.807,562,210,631,385,-0.069,1.060,6.407
93,2,pedestrian,0.736,463,211,526,350,-1.463,1.335,9.442
93,3,pedestrian,0.644,690,210,732,370,0.941,0.964,6.224
93,4,pedestrian,0.588,534,213,579,361,-0.582,1.303,8.650
93,5,pedestrian,0.506,449,207,496,335,-1.788,1.229,9.606
93,6,car,0.445,1264,258,1343,297,6.272,0.870,6.341
93,7,car,0.260,1183,253,1253,300,5.665,0.886,6.524
94,0,pedestrian,0.757,473,214,524,357,-1.355,1.348,9.076
94,1,pedestrian,0.695,548,222,601,344,-0.350,1.212,8.364
94,2,pedestrian,0.695,572,208,631,370,-0.023,0.971,6.327
94,3,pedestrian,0.666,699,212,743,368,1.008,0.944,6.093
94,4,pedestrian,0.664,645,208,694,373,0.573,0.963,6.192
94,5,car,0.465,1267,259,1347,297,6.357,0.882,6.394
94,6,pedestrian,0.464,450,215,500,353,-1.748,1.402,9.576
94,7,car,0.263,1186,255,1336,300,6.049,0.893,6.510
95,0,pedestrian,0.863,647,222,704,379,0.619,1.040,6.130
95,1,pedestrian,0.833,474,211,520,354,-1.329,1.266,8.774
95,2,pedestrian,0.662,575,206,636,367,0.012,0.930,6.205
95,3,pedestrian,0.631,550,222,590,343,-0.399,1.193,8.273
95,4,pedestrian,0.414,713,217,755,357,1.101,0.902,5.991
95,5,car,0.378,1265,259,1345,298,6.247,0.873,6.301
95,6,pedestrian,0.272,267,197,299,264,-23.204,3.613,51.098
96,0,pedestrian,0.868,476,210,533,354,-1.222,1.245,8.674
96,1,pedestrian,0.727,677,226,744,381,0.900,1.040,5.979
96,2,pedestrian,0.649,596,216,658,386,0.197,1.035,6.075
96,3,pedestrian,0.626,658,224,710,384,0.680,1.052,6.020
96,4,pedestrian,0.430,554,224,595,341,-0.337,1.163,8.064
96,5,car,0.395,1261,258,1342,297,6.313,0.878,6.401
96,6,pedestrian,0.303,267,198,298,265,-20.486,3.248,45.042
97,0,pedestrian,0.742,476,211,533,330,-1.211,1.095,8.601
97,1,pedestrian,0.728,683,225,743,380,0.901,1.009,5.847
97,2,pedestrian,0.592,550,227,600,342,-0.330,1.180,8.022
97,3,car,0.474,1265,259,1343,298,6.370,0.892,6.435
97,4,pedestrian,0.450,594,216,666,385,0.223,1.031,6.075
97,5,pedestrian,0.284,263,197,295,266,-22.366,3.508,48.645
97,6,car,0.279,1179,251,1248,295,5.672,0.861,6.581
97,7,pedestrian,0.275,640,212,682,367,0.478,0.916,5.944
98,0,pedestrian,0.828,485,209,552,352,-1.038,1.213,8.576
98,1,pedestrian,0.814,619,211,696,389,0.447,1.001,5.921
98,2,pedestrian,0.718,572,224,621,346,-0.085,1.166,7.887
98,3,pedestrian,0.670,692,227,736,352,0.893,0.886,5.747
98,4,pedestrian,0.450,264,198,297,264,-24.411,3.809,53.339
98,5,car,0.419,1264,258,1344,297,6.343,0.879,6.407
98,6,pedestrian,0.310,535,224,576,342,-0.554,1.169,8.064
99,0,pedestrian,0.909,570,221,627,350,-0.061,1.155,7.776
99,1,pedestrian,0.848,482,206,547,354,-1.094,1.215,8.637
99,2,pedestrian,0.804,632,215,715,394,0.565,1.009,5.753
99,3,pedestrian,0.457,263,198,294,263,-27.184,4.174,59.035
99,4,car,0.423,1263,258,1343,297,6.287,0.873,6.360
99,5,pedestrian,0.351,697,221,755,388,0.974,0.991,5.651
99,6,car,0.269,1184,253,1253,300,5.663,0.885,6.517
99,7,pedestrian,0.253,527,221,576,343,-0.594,1.147,7.990
100,0,pedestrian,0.889,585,220,626,343,0.015,1.091,7.639
100,1,pedestrian,0.838,483,205,542,351,-1.199,1.276,9.255
100,2,pedestrian,0.800,657,209,714,394,0.644,0.956,5.589
100,3,pedestrian,0.763,703,215,763,390,1.020,0.965,5.594
100,4,pedestrian,0.530,262,199,295,263,-23.431,3.634,50.884
100,5,pedestrian,0.430,530,210,574,354,-0.581,1.132,7.887
100,6,car,0.396,1263,258,1345,298,6.329,0.882,6.394
101,0,pedestrian,0.908,589,209,638,352,0.100,1.067,7.544
101,1,pedestrian,0.745,489,193,549,350,-1.105,1.182,9.185
101,2,pedestrian,0.694,666,211,714,365,0.666,0.834,5.483
101,3,pedestrian,0.604,691,209,770,395,0.980,0.942,5.483
101,4,car,0.438,1266,259,1346,298,6.308,0.881,6.354
101,5,pedestrian,0.397,262,199,295,263,-23.529,3.649,51.098
101,6,pedestrian,0.327,532,208,576,355,-0.549,1.106,7.746
101,7,car,0.265,1191,255,1335,299,6.003,0.879,6.441
102,0,pedestrian,0.951,596,215,648,353,0.189,1.091,7.452
102,1,pedestrian,0.808,672,210,740,400,0.783,0.956,5.429
102,2,pedestrian,0.703,532,210,580,354,-0.518,1.094,7.620
102,3,pedestrian,0.544,494,209,551,351,-1.044,1.273,9.049
102,4,car,0.456,1263,258,1343,297,6.340,0.880,6.414
102,5,pedestrian,0.369,260,199,297,261,-28.141,4.278,61.112
103,0,pedestrian,0.860,676,216,749,397,0.823,0.956,5.367
103,1,pedestrian,0.809,595,219,652,350,0.203,1.089,7.406
103,2,pedestrian,0.796,498,214,550,347,-1.020,1.274,9.008
103,3,pedestrian,0.702,532,213,582,355,-0.502,1.103,7.535
103,4,car,0.468,1267,259,1345,297,6.354,0.883,6.401
103,5,car,0.259,1192,254,1331,299,6.060,0.885,6.517
103,6,car,0.255,1182,253,1251,300,5.675,0.890,6.552
104,0,pedestrian,0.820,503,214,547,349,-0.991,1.266,8.864
104,1,pedestrian,0.807,692,212,762,399,0.906,0.921,5.210
104,2,pedestrian,0.739,606,214,658,359,0.287,1.090,7.273
104,3,pedestrian,0.683,534,216,595,358,-0.422,1.135,7.535
104,4,car,0.466,1266,259,1346,297,6.328,0.879,6.374
104,5,car,0.280,1189,255,1336,299,6.014,0.881,6.458
105,0,pedestrian,0.721,505,213,548,350,-0.950,1.237,8.662
105,1,pedestrian,0.591,529,212,591,355,-0.463,1.083,7.434
105,2,pedestrian,0.474,601,216,651,356,0.222,1.066,7.145
105,3,car,0.460,1267,259,1349,297,6.280,0.870,6.308
105,4,pedestrian,0.457,710,209,768,392,0.978,0.870,5.127
105,5,pedestrian,0.342,625,207,669,361,0.430,1.036,7.079
105,6,car,0.289,1189,255,1333,299,5.897,0.866,6.347
106,0,pedestrian,0.928,629,209,675,354,0.470,0.991,6.941
106,1,pedestrian,0.733,514,211,572,352,-0.733,1.211,8.481
106,2,car,0.487,1265,259,1345,297,6.385,0.888,6.441
106,3,pedestrian,0.378,584,207,625,360,0.004,1.026,7.046
106,4,car,0.357,691,226,748,277,3.054,1.879,18.710
106,5,pedestrian,0.303,731,204,777,412,1.070,0.910,5.046
106,6,car,0.285,1183,252,1253,299,5.695,0.881,6.559
107,0,pedestrian,0.874,515,207,575,353,-0.700,1.179,8.376
107,1,pedestrian,0.756,634,206,683,356,0.528,0.974,6.855
107,2,car,0.466,1264,258,1345,297,6.367,0.882,6.428
107,3,pedestrian,0.391,575,203,622,367,-0.055,1.032,6.981
108,0,pedestrian,0.702,636,210,685,361,0.542,1.009,6.794
108,1,pedestrian,0.632,516,208,576,358,-0.684,1.207,8.330
108,2,car,0.479,1264,258,1343,297,6.392,0.886,6.462
108,3,car,0.375,689,226,745,277,1.734,1.090,10.858
108,4,car,0.299,1151,252,1258,304,5.643,0.916,6.645
109,0,pedestrian,0.890,518,207,574,355,-0.678,1.173,8.251
109,1,pedestrian,0.657,641,213,700,361,0.633,1.014,6.734
109,2,car,0.543,1265,258,1344,297,6.347,0.879,6.407
109,3,car,0.272,1151,253,1251,303,5.514,0.901,6.531
109,4,pedestrian,0.261,586,204,638,368,0.075,1.001,6.712
109,5,car,0.250,1237,254,1309,293,6.219,0.865,6.574
110,0,pedestrian,0.919,648,209,712,365,0.710,0.997,6.617
110,1,pedestrian,0.910,525,212,578,350,-0.601,1.148,8.075
110,2,pedestrian,0.677,1080,210,1144,403,26.156,6.488,36.411
110,3,car,0.530,1264,258,1344,297,6.363,0.882,6.428
110,4,pedestrian,0.519,592,207,642,365,0.120,0.980,6.567
110,5,car,0.394,1185,252,1251,300,5.689,0.885,6.552
110,6,car,0.270,1234,252,1314,300,6.208,0.885,6.552
111,0,pedestrian,0.864,651,209,718,363,0.740,0.971,6.510
111,1,pedestrian,0.630,533,207,586,355,-0.497,1.121,7.887
111,2,pedestrian,0.595,1085,212,1149,405,12.019,2.999,16.568
111,3,car,0.584,1267,259,1346,297,6.426,0.892,6.469
111,4,pedestrian,0.499,596,200,649,364,0.169,0.931,6.483
111,5,car,0.375,1187,253,1337,302,6.077,0.896,6.531
112,0,pedestrian,0.823,1090,218,1179,420,7.975,2.082,10.630
112,1,pedestrian,0.818,674,208,725,364,0.863,0.954,6.394
112,2,pedestrian,0.758,551,201,598,361,-0.325,1.105,7.776
112,3,car,0.621,1267,258,1348,297,6.381,0.880,6.414
112,4,pedestrian,0.601,599,198,660,372,0.230,0.946,6.401
112,5,car,0.344,1183,255,1252,297,5.645,0.879,6.507
112,6,car,0.311,1225,253,1318,300,6.178,0.889,6.545
113,0,pedestrian,0.932,1100,217,1184,423,26.974,6.995,35.456
113,1,pedestrian,0.893,680,213,729,361,0.900,0.954,6.334
113,2,pedestrian,0.788,556,208,604,354,-0.261,1.087,7.649
113,3,pedestrian,0.641,586,204,653,368,0.144,0.984,6.595
113,4,car,0.540,1266,259,1350,298,6.393,0.890,6.421
113,5,car,0.494,1186,254,1340,301,6.048,0.890,6.489
113,6,car,0.455,1179,254,1247,300,5.742,0.910,6.667
113,7,pedestrian,0.416,631,210,691,365,0.509,0.956,6.321
114,0,pedestrian,0.935,679,205,745,370,0.969,0.960,6.347
114,1,pedestrian,0.747,1105,223,1203,423,22.414,5.808,28.818
114,2,pedestrian,0.608,625,206,681,371,0.431,0.951,6.224
114,3,pedestrian,0.464,562,209,629,365,-0.092,1.141,7.572
114,4,car,0.420,1263,258,1347,297,6.305,0.873,6.360
114,5,car,0.331,1193,254,1340,305,6.003,0.897,6.407
115,0,pedestrian,0.930,683,208,751,372,0.994,0.964,6.224
115,1,pedestrian,0.893,566,209,624,360,-0.096,1.101,7.488
115,2,pedestrian,0.637,624,207,682,374,0.426,0.958,6.158
115,3,car,0.614,1187,253,1342,303,6.339,0.936,6.786
