frame,object_id,label,score,x1,y1,x2,y2,X,Y,Z
59,2,pedestrian,0.530,570,217,614,306,-0.143,0.961,8.387
59,3,pedestrian,0.505,370,214,416,327,-4.034,1.720,13.512
59,4,car,0.470,1265,258,1350,298,6.418,0.890,6.452
59,5,pedestrian,0.430,424,209,460,330,-2.665,1.463,11.626
59,6,car,0.288,1234,252,1305,301,6.173,0.891,6.559
60,0,pedestrian,0.817,1150,217,1231,427,4.887,1.179,5.892
60,1,pedestrian,0.621,392,212,432,328,-3.214,1.497,11.830
60,2,pedestrian,0.583,514,216,565,342,-0.789,1.203,8.637
60,3,pedestrian,0.492,571,206,619,330,-0.108,1.039,8.399
60,4,car,0.441,1253,258,1345,300,6.365,0.902,6.476
60,5,pedestrian,0.388,333,217,383,318,-4.777,1.689,13.726
61,0,pedestrian,0.903,519,215,567,344,-0.733,1.187,8.481
61,1,pedestrian,0.763,580,220,623,340,-0.030,1.147,8.151
61,2,pedestrian,0.639,383,216,421,324,-3.469,1.536,12.137
61,3,pedestrian,0.560,337,220,384,319,-4.554,1.664,13.219
61,4,pedestrian,0.467,443,227,481,329,-2.218,1.522,11.036
61,5,car,0.418,1233,255,1387,306,6.563,0.930,6.574
61,6,car,0.290,1242,253,1302,301,6.015,0.869,6.367
61,7,pedestrian,0.271,1164,231,1249,422,3.445,0.835,4.043
62,0,pedestrian,0.938,524,218,568,342,-0.681,1.166,8.284
62,1,pedestrian,0.849,587,218,624,341,0.016,1.128,8.054
62,2,pedestrian,0.824,443,222,486,333,-2.159,1.500,10.936
62,3,pedestrian,0.743,336,216,377,318,-5.404,1.888,15.433
62,4,pedestrian,0.693,374,213,418,325,-3.775,1.606,12.828
62,5,car,0.459,1259,259,1338,299,6.221,0.882,6.334
63,0,pedestrian,0.857,368,212,412,331,-3.788,1.610,12.512
63,1,pedestrian,0.810,535,214,575,346,-0.570,1.156,8.217
63,2,pedestrian,0.782,339,213,377,323,-5.324,1.893,15.297
63,3,pedestrian,0.779,588,219,630,341,0.055,1.111,7.897
63,4,pedestrian,0.746,443,222,488,334,-2.113,1.487,10.781
63,5,pedestrian,0.703,1197,222,1294,427,3.815,0.856,4.205
63,6,car,0.612,1269,259,1322,304,6.213,0.908,6.354
64,0,pedestrian,0.887,595,213,639,346,0.142,1.085,7.746
64,1,pedestrian,0.783,371,216,416,327,-3.551,1.534,11.923
64,2,pedestrian,0.712,542,207,594,350,-0.408,1.107,7.990
64,3,pedestrian,0.552,1213,232,1311,419,3.752,0.827,4.032
64,4,pedestrian,0.546,339,214,372,317,-5.054,1.728,14.375
64,5,pedestrian,0.506,439,214,479,328,-2.193,1.368,10.687
64,6,car,0.316,686,228,748,276,2.002,1.268,12.537
65,0,pedestrian,0.921,553,213,603,352,-0.292,1.144,7.928
65,1,pedestrian,0.831,372,215,410,324,-3.572,1.492,11.853
65,2,pedestrian,0.742,587,217,657,345,0.197,1.105,7.776
65,3,pedestrian,0.600,340,213,376,319,-5.278,1.834,15.164
65,4,pedestrian,0.505,426,216,461,328,-2.419,1.378,10.649
65,5,pedestrian,0.496,476,224,504,303,-1.643,1.196,10.185
65,6,pedestrian,0.337,1235,286,1305,441,3.768,1.035,4.000
66,0,pedestrian,0.897,555,209,604,353,-0.275,1.122,7.897
66,1,pedestrian,0.816,374,215,413,328,-3.517,1.520,11.807
66,2,pedestrian,0.775,1254,213,1345,431,4.019,0.818,4.086
66,3,pedestrian,0.655,591,213,672,351,0.296,1.095,7.629
66,4,pedestrian,0.627,343,211,377,318,-5.287,1.820,15.316
66,5,pedestrian,0.570,421,214,457,324,-2.522,1.352,10.800
66,6,pedestrian,0.489,480,220,507,306,-1.551,1.157,9.919
66,7,car,0.294,1157,253,1279,310,5.906,0.972,6.802
67,0,pedestrian,0.877,625,218,670,347,0.453,1.063,7.370
67,1,pedestrian,0.842,473,228,513,336,-1.576,1.440,10.034
67,2,pedestrian,0.800,563,208,631,351,-0.077,1.071,7.649
67,3,pedestrian,0.656,377,213,416,332,-3.407,1.510,11.604
67,4,pedestrian,0.615,1264,231,1356,418,5.127,1.046,5.136
67,5,pedestrian,0.513,346,216,380,320,-5.170,1.876,15.164
67,6,pedestrian,0.406,431,224,469,335,-2.257,1.450,10.359
67,7,car,0.353,1191,253,1304,304,6.495,0.989,7.137
68,0,pedestrian,0.957,635,219,677,350,0.535,1.071,7.282
68,1,pedestrian,0.887,479,229,521,342,-1.446,1.459,9.823
68,2,pedestrian,0.849,383,214,424,328,-3.136,1.415,11.056
68,3,pedestrian,0.848,576,207,628,351,-0.022,1.038,7.452
68,4,pedestrian,0.722,1263,230,1382,425,4.834,0.989,4.758
68,5,pedestrian,0.607,431,224,471,337,-2.334,1.525,10.781
68,6,pedestrian,0.467,350,213,381,325,-4.920,1.825,14.582
68,7,car,0.373,1188,253,1313,303,6.394,0.964,6.993
69,0,pedestrian,0.962,581,211,639,349,0.061,1.030,7.317
69,1,pedestrian,0.824,383,213,433,328,-3.033,1.392,10.936
69,2,pedestrian,0.695,482,216,525,350,-1.380,1.406,9.698
69,3,pedestrian,0.667,645,216,690,348,0.642,1.028,7.162
69,4,pedestrian,0.590,348,208,382,323,-4.966,1.766,14.687
69,5,pedestrian,0.578,429,218,481,339,-2.239,1.472,10.621
69,6,car,0.547,1185,254,1333,302,5.973,0.889,6.448
69,7,car,0.377,1265,258,1336,299,5.376,0.757,5.458
69,8,pedestrian,0.299,1314,213,1388,434,4.285,0.820,4.056
69,9,car,0.277,1181,251,1248,295,5.666,0.859,6.563
70,0,pedestrian,0.952,641,223,698,355,0.663,1.100,7.171
70,1,pedestrian,0.923,588,216,638,353,0.092,1.071,7.282
70,2,pedestrian,0.856,495,221,532,346,-1.215,1.382,9.486
70,3,pedestrian,0.703,390,219,439,340,-2.911,1.520,10.858
70,4,pedestrian,0.623,446,223,483,339,-1.968,1.417,9.968
70,5,car,0.543,1268,259,1346,297,6.245,0.866,6.282
70,6,pedestrian,0.447,350,214,384,322,-4.698,1.734,14.011
70,7,car,0.330,1187,254,1338,300,5.901,0.865,6.337
70,8,car,0.258,1179,251,1247,295,5.637,0.856,6.545
71,0,pedestrian,0.878,648,219,711,359,0.752,1.082,7.054
71,1,pedestrian,0.843,492,221,541,343,-1.143,1.324,9.227
71,2,pedestrian,0.806,590,211,645,357,0.136,1.050,7.171
71,3,pedestrian,0.800,380,215,429,328,-3.352,1.528,11.876
71,4,car,0.604,1271,260,1356,298,6.560,0.911,6.538
71,5,pedestrian,0.552,428,218,475,340,-2.278,1.471,10.557
71,6,pedestrian,0.452,352,211,386,322,-4.735,1.732,14.240
71,7,car,0.316,1189,255,1337,299,6.028,0.883,6.469
71,8,car,0.298,1181,252,1251,299,5.592,0.868,6.462
72,0,pedestrian,0.875,387,215,428,327,-3.283,1.511,11.807
72,1,pedestrian,0.776,606,213,653,357,0.250,1.028,6.957
72,2,pedestrian,0.576,480,215,542,352,-1.211,1.340,9.199
72,3,pedestrian,0.571,420,212,461,331,-2.438,1.356,10.538
72,4,pedestrian,0.517,653,218,712,359,0.763,1.051,6.879
72,5,car,0.481,1265,259,1345,298,6.372,0.891,6.428
72,6,pedestrian,0.340,355,205,386,332,-4.738,1.785,14.341
72,7,car,0.251,1181,253,1253,300,5.590,0.875,6.448
73,0,pedestrian,0.782,367,214,407,326,-4.023,1.659,13.105
73,1,pedestrian,0.758,417,210,463,348,-2.360,1.416,10.168
73,2,pedestrian,0.719,481,225,525,343,-1.303,1.334,9.116
73,3,pedestrian,0.629,678,221,718,354,0.900,1.026,6.779
73,4,pedestrian,0.610,612,215,656,356,0.289,1.013,6.824
73,5,pedestrian,0.439,521,220,561,342,-0.790,1.258,8.851
73,6,car,0.420,1264,259,1343,298,6.475,0.907,6.545
74,0,pedestrian,0.926,364,211,404,328,-4.253,1.720,13.664
74,1,pedestrian,0.922,681,211,728,357,0.948,0.977,6.675
74,2,pedestrian,0.780,529,222,568,343,-0.681,1.249,8.662
74,3,pedestrian,0.761,417,212,471,348,-2.210,1.373,9.760
74,4,pedestrian,0.698,633,209,682,358,0.511,0.985,6.764
74,5,pedestrian,0.560,483,224,523,343,-1.294,1.318,9.049
74,6,car,0.448,1265,259,1343,298,6.383,0.894,6.448
75,0,pedestrian,0.939,634,215,687,361,0.532,1.014,6.667
75,1,pedestrian,0.882,364,209,408,328,-4.016,1.620,13.021
75,2,pedestrian,0.867,681,216,738,361,0.983,1.007,6.595
75,3,pedestrian,0.846,422,216,478,346,-2.080,1.357,9.546
75,4,car,0.435,1265,259,1347,298,6.429,0.897,6.476
75,5,pedestrian,0.366,481,218,522,348,-1.294,1.292,8.916
75,6,pedestrian,0.353,545,225,574,302,-0.529,0.984,8.387
76,0,pedestrian,0.942,636,214,705,366,0.622,1.025,6.617
76,1,pedestrian,0.921,365,210,410,327,-3.889,1.580,12.694
76,2,pedestrian,0.774,424,213,485,349,-1.998,1.342,9.442
76,3,pedestrian,0.685,680,214,747,361,1.009,0.986,6.517
76,4,pedestrian,0.627,488,215,527,351,-1.207,1.281,8.838
76,5,car,0.465,1267,259,1347,297,6.281,0.871,6.318
76,6,pedestrian,0.371,545,224,589,343,-0.439,1.220,8.376
76,7,car,0.283,1181,253,1252,300,5.521,0.865,6.374
76,8,car,0.260,1238,253,1309,293,6.210,0.858,6.559
77,0,pedestrian,0.933,373,209,419,330,-3.645,1.559,12.384
77,1,pedestrian,0.905,648,215,709,368,0.678,1.011,6.441
77,2,pedestrian,0.835,428,211,481,351,-1.994,1.340,9.427
77,3,pedestrian,0.713,504,223,545,345,-0.955,1.241,8.481
77,4,pedestrian,0.709,682,217,753,364,1.018,0.987,6.347
77,5,pedestrian,0.636,552,228,601,346,-0.323,1.246,8.273
77,6,car,0.408,1265,259,1344,298,6.301,0.882,6.360
77,7,car,0.259,1184,253,1253,300,5.597,0.875,6.441
78,0,pedestrian,0.788,663,210,711,365,0.741,0.956,6.321
78,1,pedestrian,0.631,502,215,540,354,-0.992,1.242,8.445
78,2,pedestrian,0.543,555,227,598,349,-0.317,1.234,8.118
78,3,pedestrian,0.521,380,228,423,332,-3.534,1.736,12.334
78,4,pedestrian,0.490,436,216,477,327,-1.974,1.217,9.457
78,5,car,0.443,1266,259,1345,297,6.383,0.887,6.435
78,6,pedestrian,0.327,695,247,752,359,1.055,1.083,6.249
79,0,pedestrian,0.880,676,206,733,365,0.878,0.918,6.179
79,1,pedestrian,0.696,477,210,527,350,-1.243,1.212,8.613
79,2,pedestrian,0.624,540,223,580,346,-0.504,1.189,8.086
79,3,pedestrian,0.576,383,209,427,328,-3.331,1.472,11.830
79,4,pedestrian,0.513,428,213,466,321,-2.633,1.450,11.853
79,5,car,0.468,1267,259,1344,297,6.350,0.883,6.401
79,6,pedestrian,0.303,292,203,322,262,-33.617,5.883,80.008
79,7,car,0.251,1182,252,1252,299,5.650,0.876,6.517
79,8,pedestrian,0.251,589,218,613,312,-0.034,0.933,7.806
80,0,pedestrian,0.941,682,207,736,368,0.910,0.928,6.136
80,1,pedestrian,0.924,462,210,522,357,-1.361,1.251,8.588
80,2,pedestrian,0.766,419,213,461,324,-2.756,1.478,11.876
80,3,pedestrian,0.751,526,225,570,347,-0.640,1.203,8.064
80,4,pedestrian,0.670,575,215,614,357,-0.105,1.160,7.776
80,5,pedestrian,0.583,387,207,431,327,-3.190,1.414,11.560
80,6,car,0.418,1264,259,1344,298,6.343,0.888,6.407
80,7,pedestrian,0.343,286,201,319,261,-32.830,5.497,76.970
81,0,pedestrian,0.911,466,211,524,358,-1.310,1.249,8.492
81,1,pedestrian,0.884,682,212,747,367,0.952,0.939,6.093
81,2,pedestrian,0.785,585,219,621,355,-0.012,1.155,7.668
81,3,pedestrian,0.735,533,218,574,354,-0.565,1.178,7.897
81,4,pedestrian,0.691,388,208,431,329,-3.231,1.461,11.739
81,5,pedestrian,0.474,426,217,465,327,-2.598,1.499,11.582
81,6,car,0.431,1262,259,1343,298,6.289,0.882,6.367
82,0,pedestrian,0.954,469,211,525,362,-1.250,1.237,8.251
82,1,pedestrian,0.718,699,211,756,367,1.037,0.911,5.938
82,2,pedestrian,0.673,392,210,436,328,-3.005,1.399,11.178
82,3,car,0.490,1266,259,1344,297,6.352,0.884,6.407
82,4,pedestrian,0.452,589,215,631,357,0.064,1.134,7.601
82,5,pedestrian,0.435,542,215,594,354,-0.394,1.136,7.726
82,6,pedestrian,0.332,424,220,462,324,-2.542,1.444,11.157
82,7,car,0.266,1183,253,1252,300,5.715,0.894,6.588
83,0,pedestrian,0.928,473,207,537,358,-1.118,1.151,7.980
83,1,pedestrian,0.816,710,207,767,369,1.101,0.880,5.791
83,2,pedestrian,0.521,434,217,472,327,-2.411,1.460,11.281
83,3,pedestrian,0.478,397,209,435,331,-2.909,1.384,10.936
83,4,pedestrian,0.475,588,210,638,355,0.094,1.074,7.443
83,5,car,0.467,1264,258,1345,297,6.301,0.873,6.360
83,6,pedestrian,0.390,545,216,583,317,-0.427,0.916,7.535
84,0,pedestrian,0.934,484,209,536,357,-1.044,1.137,7.846
84,1,pedestrian,0.911,608,215,652,358,0.267,1.093,7.291
84,2,pedestrian,0.723,548,213,594,361,-0.354,1.139,7.563
84,3,pedestrian,0.709,433,215,474,329,-2.329,1.415,10.936
84,4,pedestrian,0.450,399,198,438,338,-2.950,1.391,11.240
84,5,car,0.446,1264,259,1345,298,6.288,0.880,6.347
84,6,pedestrian,0.358,734,212,776,399,1.213,1.005,5.683
84,7,pedestrian,0.326,284,202,317,263,-21.939,3.758,51.098
84,8,car,0.263,1148,253,1257,301,5.552,0.895,6.559
85,0,pedestrian,0.895,428,213,481,327,-2.314,1.384,10.936
85,1,pedestrian,0.891,501,211,553,356,-0.830,1.109,7.610
85,2,pedestrian,0.755,552,215,601,361,-0.291,1.133,7.452
85,3,car,0.589,687,228,745,274,2.158,1.359,13.634
85,4,pedestrian,0.560,609,216,655,359,0.282,1.083,7.154
85,5,car,0.438,1264,258,1345,298,6.347,0.884,6.407
85,6,pedestrian,0.318,641,218,667,309,0.501,0.833,7.095
85,7,pedestrian,0.271,276,202,310,263,-21.575,3.606,49.037
85,8,car,0.253,1180,252,1247,296,5.642,0.865,6.545
86,0,pedestrian,0.916,500,211,559,365,-0.791,1.140,7.498
86,1,pedestrian,0.723,420,216,473,326,-2.345,1.346,10.520
86,2,pedestrian,0.680,584,216,639,365,0.075,1.108,7.120
86,3,pedestrian,0.449,626,216,667,360,0.421,1.067,7.022
86,4,car,0.427,1265,259,1344,298,6.275,0.878,6.334
86,5,pedestrian,0.380,526,215,584,364,-0.510,1.133,7.353
86,6,car,0.301,690,229,748,272,2.042,1.244,12.563
87,0,pedestrian,0.824,574,217,623,360,-0.056,1.075,7.038
87,1,pedestrian,0.787,418,212,475,332,-2.329,1.352,10.448
87,2,pedestrian,0.652,509,215,576,366,-0.634,1.133,7.282
87,3,pedestrian,0.618,631,216,675,358,0.478,1.041,6.910
87,4,car,0.402,1264,259,1343,298,6.292,0.882,6.360
87,5,car,0.271,690,228,749,272,1.993,1.200,12.210
87,6,pedestrian,0.264,643,227,678,304,0.542,0.816,6.786
88,0,pedestrian,0.857,593,213,636,364,0.101,1.051,6.879
88,1,pedestrian,0.754,436,220,483,342,-2.090,1.453,10.220
88,2,pedestrian,0.630,518,212,577,369,-0.573,1.114,7.162
88,3,pedestrian,0.601,646,212,685,365,0.589,1.035,6.779
88,4,car,0.424,1264,259,1344,297,6.336,0.883,6.401
88,5,pedestrian,0.387,484,215,523,326,-1.384,1.238,9.729
88,6,car,0.269,1237,253,1310,293,6.210,0.858,6.559
89,0,pedestrian,0.741,526,209,576,365,-0.528,1.060,7.038
89,1,pedestrian,0.741,656,214,695,363,0.673,1.017,6.660
89,2,pedestrian,0.686,432,217,483,344,-2.080,1.419,10.034
89,3,pedestrian,0.674,479,217,519,326,-1.558,1.349,10.484
89,4,pedestrian,0.611,598,212,647,368,0.177,1.051,6.786
89,5,car,0.408,1264,259,1344,297,6.244,0.870,6.308
90,0,pedestrian,0.933,1112,202,1172,375,3.450,0.693,4.534
90,1,car,0.620,1247,213,1392,274,5.563,0.490,5.498
90,2,car,0.570,488,223,537,257,-3.680,2.391,28.414
90,3,car,0.253,1243,223,1306,259,5.987,0.540,6.314
91,0,pedestrian,0.902,1117,207,1197,374,3.478,0.692,4.448
91,1,car,0.754,1238,213,1394,274,5.695,0.504,5.656
91,2,car,0.576,488,224,538,257,-3.775,2.486,29.304
92,0,pedestrian,0.770,1139,204,1199,375,3.570,0.689,4.468
92,1,car,0.584,488,224,538,258,-3.133,2.081,24.322
92,2,car,0.467,1228,211,1392,257,6.023,0.456,6.032
93,0,pedestrian,0.953,1157,209,1217,371,3.747,0.704,4.545
93,1,pedestrian,0.621,160,228,203,343,-11.915,2.960,19.936
93,2,car,0.594,488,225,538,258,-3.197,2.141,24.819
94,0,pedestrian,0.862,1169,205,1229,371,3.751,0.678,4.458
94,1,pedestrian,0.663,956,226,1035,342,6.562,1.735,11.853
95,0,pedestrian,0.905,179,224,222,344,-11.493,2.947,20.135
95,1,pedestrian,0.878,1182,207,1240,373,3.884,0.701,4.524
95,2,pedestrian,0.491,969,227,1049,340,19.899,5.061,34.746
95,3,car,0.385,490,225,538,260,-4.210,2.898,33.047
95,4,cyclist,0.349,955,276,1103,360,7.859,2.543,13.077
96,0,pedestrian,0.905,190,228,226,342,-11.827,3.120,21.113
96,1,pedestrian,0.882,1006,217,1075,317,4.628,0.917,7.498
96,2,cyclist,0.820,974,282,1124,358,6.442,2.020,10.237
96,3,pedestrian,0.730,1181,210,1265,369,4.038,0.711,4.614
96,4,car,0.358,487,224,538,259,-3.768,2.510,29.094
97,0,pedestrian,0.821,185,224,229,347,-11.270,2.980,20.068
97,1,pedestrian,0.649,1205,214,1270,365,4.065,0.700,4.538
97,2,cyclist,0.553,978,258,1129,356,4.458,1.255,7.013
97,3,car,0.480,488,225,538,259,-3.643,2.460,28.282
97,4,pedestrian,0.395,1029,226,1097,313,3.668,0.711,5.651
98,0,pedestrian,0.895,1219,208,1285,365,4.014,0.657,4.381
98,1,pedestrian,0.709,186,224,231,349,-10.631,2.849,19.002
98,2,pedestrian,0.512,1055,225,1149,345,4.182,0.878,5.938
98,3,car,0.456,487,225,537,260,-3.735,2.515,28.682
99,0,pedestrian,0.759,200,224,250,348,-10.252,2.853,19.121
99,1,pedestrian,0.754,1234,202,1295,364,4.143,0.643,4.435
99,2,cyclist,0.669,1078,256,1193,350,4.328,0.998,5.758
99,3,pedestrian,0.535,1093,213,1175,325,4.328,0.723,5.775
100,0,pedestrian,0.868,209,228,264,347,-9.579,2.788,18.426
100,1,cyclist,0.650,1095,255,1202,349,4.086,0.912,5.306
100,2,pedestrian,0.623,1107,218,1183,321,3.932,0.647,5.140
100,3,pedestrian,0.578,1244,211,1302,362,4.175,0.661,4.413
100,4,car,0.463,488,225,538,260,-4.401,2.995,34.161
101,0,pedestrian,0.765,213,226,267,348,-9.664,2.827,18.767
101,1,car,0.582,1068,225,1160,268,4.209,0.545,5.836
101,2,car,0.359,487,224,537,259,-3.551,2.352,27.267
101,3,pedestrian,0.338,1164,205,1216,330,3.873,0.575,4.674
101,4,cyclist,0.313,1120,236,1340,362,4.122,0.780,4.656
102,0,pedestrian,0.960,216,220,277,353,-9.045,2.681,17.884
102,1,pedestrian,0.879,1271,199,1335,366,4.433,0.647,4.484
102,2,car,0.721,1051,223,1167,267,4.228,0.540,5.921
102,3,cyclist,0.436,1163,246,1270,351,4.048,0.780,4.674
102,4,car,0.422,487,224,538,260,-3.564,2.393,27.514
102,5,pedestrian,0.364,1163,208,1218,330,3.853,0.581,4.645
103,0,car,0.800,1030,220,1155,266,4.308,0.551,6.237
103,1,pedestrian,0.715,229,225,277,349,-8.529,2.587,17.177
103,2,pedestrian,0.668,1283,207,1347,354,4.392,0.618,4.368
103,3,car,0.421,487,225,538,260,-3.663,2.480,28.282
103,4,cyclist,0.386,1179,210,1271,361,4.067,0.688,4.631
104,0,car,0.819,1008,221,1145,267,5.028,0.676,7.526
104,1,cyclist,0.663,1208,234,1297,335,5.532,0.887,6.032
104,2,pedestrian,0.558,225,219,277,352,-8.482,2.522,16.985
104,3,cyclist,0.490,1289,208,1354,356,4.474,0.633,4.409
104,4,pedestrian,0.438,247,218,297,345,-7.698,2.341,16.390
104,5,car,0.379,486,225,537,260,-3.738,2.503,28.548
104,6,pedestrian,0.353,1182,207,1215,280,3.867,0.410,4.600
105,0,car,0.805,990,224,1110,267,4.705,0.686,7.461
105,1,pedestrian,0.753,1316,192,1382,346,4.686,0.557,4.448
105,2,pedestrian,0.621,231,219,280,354,-8.281,2.518,16.797
105,3,pedestrian,0.613,1175,205,1205,285,4.940,0.544,5.961
105,4,pedestrian,0.422,1235,209,1298,294,5.160,0.553,5.508
105,5,car,0.395,487,225,538,260,-3.613,2.446,27.893
105,6,pedestrian,0.352,253,222,300,348,-7.414,2.365,16.002
105,7,cyclist,0.332,1223,255,1389,351,4.570,0.797,4.603
106,0,car,0.730,971,223,1094,267,4.606,0.693,7.601
106,1,pedestrian,0.589,1320,207,1385,358,4.549,0.620,4.297
106,2,car,0.439,487,224,538,260,-3.698,2.483,28.548
106,3,pedestrian,0.433,256,221,315,346,-7.229,2.337,16.044
106,4,pedestrian,0.334,232,225,282,350,-8.268,2.549,16.844
107,0,pedestrian,0.804,267,222,324,346,-6.668,2.236,15.278
107,1,car,0.797,981,221,1073,266,4.736,0.705,7.917
107,2,pedestrian,0.508,1275,206,1336,296,5.099,0.512,5.140
107,3,car,0.469,487,225,537,260,-3.341,2.250,25.657
107,4,pedestrian,0.443,1337,197,1388,340,4.692,0.544,4.375
107,5,pedestrian,0.418,1174,204,1205,285,4.926,0.538,5.950
107,6,pedestrian,0.407,234,214,282,350,-8.088,2.372,16.523
107,7,car,0.403,1272,234,1363,334,4.980,0.722,4.936
108,0,pedestrian,0.922,266,220,322,351,-6.395,2.165,14.582
108,1,pedestrian,0.904,953,191,1041,421,6.561,2.096,11.807
108,2,cyclist,0.608,1289,238,1356,325,4.330,0.609,4.261
108,3,pedestrian,0.493,1343,187,1391,349,4.617,0.530,4.279
108,4,car,0.458,488,225,539,260,-3.478,2.380,27.146
108,5,pedestrian,0.262,1177,206,1210,284,4.506,0.493,5.405
109,0,pedestrian,0.936,263,218,328,357,-6.230,2.160,14.274
109,1,pedestrian,0.932,957,195,1038,416,6.020,1.913,10.820
109,2,car,0.468,488,225,539,261,-3.387,2.337,26.437
109,3,pedestrian,0.295,1329,199,1385,304,4.599,0.434,4.319
109,4,pedestrian,0.286,1177,206,1208,286,4.592,0.511,5.518
110,0,pedestrian,0.783,283,224,336,355,-5.784,2.140,13.883
110,1,pedestrian,0.771,959,197,1044,417,5.793,1.844,10.306
110,2,cyclist,0.570,1327,231,1385,333,4.888,0.660,4.596
110,3,car,0.416,488,225,538,260,-3.108,2.116,24.129
111,0,pedestrian,0.777,959,207,1026,408,7.540,2.465,13.726
111,1,pedestrian,0.615,305,234,354,337,-4.909,1.877,12.642
111,2,pedestrian,0.569,280,219,340,360,-5.658,2.097,13.603
111,3,car,0.460,488,225,539,260,-3.525,2.412,27.514
111,4,pedestrian,0.455,1354,191,1391,304,6.450,0.562,5.935
112,0,pedestrian,0.855,998,202,1077,412,6.728,1.964,10.976
112,1,pedestrian,0.768,964,209,1022,402,14.734,4.735,26.787
112,2,pedestrian,0.618,308,232,368,338,-4.699,1.845,12.486
112,3,pedestrian,0.455,279,216,328,365,-5.809,2.126,13.664
112,4,car,0.432,488,225,538,260,-3.766,2.563,29.234
112,5,cyclist,0.263,1361,252,1392,317,9.812,1.321,8.982
113,0,pedestrian,0.797,971,221,1027,393,6.198,1.985,11.096
113,1,pedestrian,0.735,1005,210,1092,407,4.789,1.379,7.620
113,2,pedestrian,0.709,325,232,373,338,-4.387,1.797,12.161
113,3,car,0.514,488,225,538,259,-3.695,2.495,28.682
113,4,pedestrian,0.335,289,214,331,366,-5.645,2.102,13.573
114,0,pedestrian,0.754,997,208,1075,408,6.494,1.917,10.630
114,1,car,0.465,487,225,538,260,-3.221,2.181,24.870
114,2,pedestrian,0.435,326,220,385,347,-4.336,1.797,12.334
115,0,pedestrian,0.875,1001,211,1070,400,5.630,1.631,9.227
115,1,pedestrian,0.756,1047,198,1115,411,3.758,0.977,5.571
115,2,pedestrian,0.560,306,218,382,382,-4.386,2.015,11.923
115,3,car,0.474,487,225,538,260,-3.613,2.446,27.893
116,0,pedestrian,0.909,1042,196,1128,409,3.119,0.791,4.586
116,1,pedestrian,0.616,1019,213,1071,397,5.289,1.493,8.481
116,2,car,0.545,487,225,538,260,-3.470,2.349,26.787
116,3,pedestrian,0.504,314,224,387,380,-4.210,2.017,11.739
117,0,pedestrian,0.878,1055,205,1149,403,2.992,0.742,4.249
117,1,pedestrian,0.658,1044,227,1085,347,5.287,1.223,8.118
117,2,pedestrian,0.450,356,230,417,372,-3.459,1.915,11.240
117,3,car,0.435,487,224,538,260,-3.289,2.208,25.389
117,4,pedestrian,0.304,324,224,387,384,-4.072,2.023,11.582
118,0,pedestrian,0.744,1054,210,1146,398,3.016,0.751,4.300
118,1,car,0.534,486,224,537,260,-3.903,2.592,29.807
118,2,pedestrian,0.320,365,227,420,376,-3.255,1.861,10.878
119,0,car,0.528,486,224,537,260,-3.942,2.618,30.102
119,1,pedestrian,0.485,1057,214,1147,401,2.994,0.764,4.252
119,2,pedestrian,0.452,367,225,434,376,-3.061,1.804,10.630
119,3,pedestrian,0.304,1185,209,1216,285,3.889,0.434,4.610
120,0,pedestrian,0.779,1068,216,1137,394,3.108,0.776,4.409
120,1,pedestrian,0.621,1110,204,1192,403,3.303,0.743,4.270
120,2,pedestrian,0.425,383,214,438,367,-2.836,1.611,10.359
121,0,pedestrian,0.834,1104,202,1183,403,3.295,0.745,4.319
121,1,pedestrian,0.586,1158,204,1219,371,3.666,0.671,4.435
121,2,pedestrian,0.541,368,229,455,376,-2.817,1.784,10.341
121,3,pedestrian,0.263,405,243,468,356,-2.394,1.700,10.101
122,0,pedestrian,0.855,1164,203,1222,376,3.597,0.666,4.319
122,1,pedestrian,0.840,1117,201,1191,400,3.312,0.723,4.258
122,2,car,0.555,487,224,539,261,-3.660,2.491,28.414
122,3,pedestrian,0.376,408,217,471,362,-2.313,1.532,9.936
123,0,pedestrian,0.841,1162,201,1224,382,3.854,0.726,4.628
123,1,pedestrian,0.822,1126,210,1192,396,3.323,0.734,4.234
123,2,car,0.563,485,224,535,261,-3.495,2.303,26.266
123,3,pedestrian,0.394,411,228,474,379,-2.223,1.692,9.729
124,0,pedestrian,0.786,1128,212,1203,397,3.243,0.716,4.084
124,1,car,0.599,489,224,534,262,-3.198,2.158,24.420
124,2,pedestrian,0.383,409,222,486,380,-2.104,1.619,9.501
125,0,pedestrian,0.918,1152,204,1246,398,3.626,0.734,4.309
125,1,pedestrian,0.646,424,229,494,377,-1.902,1.606,9.269
125,2,car,0.555,485,225,532,263,-3.328,2.211,24.618
126,0,pedestrian,0.926,1162,201,1256,397,3.679,0.721,4.300
126,1,pedestrian,0.715,434,225,511,377,-1.702,1.558,9.144
126,2,car,0.658,487,225,533,263,-2.834,1.913,21.298
127,0,pedestrian,0.774,1175,198,1265,382,3.762,0.669,4.319
127,1,pedestrian,0.504,455,240,522,363,-1.449,1.517,8.864
128,0,pedestrian,0.754,1205,196,1283,382,3.954,0.670,4.368
128,1,pedestrian,0.685,463,221,531,380,-1.308,1.466,8.637
128,2,pedestrian,0.419,1179,213,1219,286,6.285,0.729,7.470
129,0,pedestrian,0.711,458,224,537,379,-1.289,1.463,8.552
129,1,pedestrian,0.601,1213,197,1310,380,4.191,0.688,4.508
130,0,pedestrian,0.613,480,218,548,363,-1.070,1.307,8.399
